flt_fistorderdate,StringType,24841516,19,92435827,92435827,0,0.0,N/A,N/A,N/A,N/A,61463635,unknow,2015-06-26 23:24:05,2015-11-25 09:20:36,2015-03-17 13:17:46,2015-12-02 09:58:24,2015-10-31 19:45:25,2014-09-28 16:14:21,2015-11-06 10:35:47,2014-12-12 22:22:06,2015-05-19 10:45:42,61463531,14,13,11,11,11,11,11,11,11,0.66493195,1.5145643E-7,1.4063812E-7,1.19001484E-7,1.19001484E-7,1.19001484E-7,1.19001484E-7,1.19001484E-7,1.19001484E-7,1.19001484E-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
flt_actdays,IntegerType,596,4,92435827,92435827,0,0.0,1.275798051766227,6.203720928704595,0.0,1439.0,90028980,0,1,2,3,4,5,6,7,8,9,61463531,18853432,4086453,1952355,1189394,805136,586598,448221,355191,288669,0.66493195,0.2039624,0.04420854,0.021121195,0.012867241,0.008710216,0.0063460027,0.0048489966,0.0038425687,0.0031229127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,5,22
flt_orders,IntegerType,1375,7,92435827,92435827,0,0.0,1.8808195224996473,207.48126851193888,0.0,1513707.0,88893867,0,1,2,3,4,5,6,7,8,9,61463531,13801551,6044654,2442801,1741043,1063154,835081,608060,498440,395552,0.66493195,0.14930955,0.06539298,0.026426995,0.018835153,0.011501537,0.009034171,0.0065781856,0.005392282,0.0042792065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,7,31
flt_quantity,IntegerType,1983,7,92435827,92435827,0,0.0,3.078880075362987,708.114939302911,0.0,5838823.0,86746123,0,1,2,4,3,6,5,8,7,10,61463531,9173121,6623203,2920483,2190944,1366751,953492,945063,588589,520946,0.66493195,0.099237725,0.071651906,0.03159471,0.023702325,0.0147859445,0.010315178,0.01022399,0.0063675423,0.005635759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,12,51
flt_isoveuser,IntegerType,2,1,92435827,92435827,0,0.0,0.04623878141967616,0.2100018012125124,0.0,1.0,92435827,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88161707,4274120,0,0,0,0,0,0,0,0,0.9537612,0.046238784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
flt_oveactdays,IntegerType,304,4,92435827,92435827,0,0.0,0.12185544680635572,1.297240367967136,0.0,1422.0,92258124,0,1,2,3,4,5,6,7,8,9,88161707,2575878,699798,319599,180617,113937,77568,55588,41431,32001,0.9537612,0.027866663,0.0075706365,0.0034575232,0.0019539718,0.0012326065,8.3915517E-4,6.0136855E-4,4.4821366E-4,3.4619693E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
flt_oveorders,IntegerType,532,6,92435827,92435827,0,0.0,0.1889448016730569,73.30412929984277,0.0,599498.0,92112666,0,1,2,3,4,5,6,7,8,9,88161707,1950807,838184,396394,267126,166028,123665,87393,68738,52624,0.9537612,0.021104448,0.009067739,0.004288316,0.0028898537,0.0017961435,0.0013378471,9.4544515E-4,7.436294E-4,5.693031E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
flt_ovequantity,IntegerType,1116,7,92435827,92435827,0,0.0,0.5835597381521778,374.24750611865386,0.0,3136227.0,91436499,0,2,4,1,8,6,3,12,10,16,88161707,909777,733373,451472,338756,291132,167003,163705,117151,102423,0.9537612,0.009842255,0.007933862,0.004884167,0.0036647697,0.003149558,0.0018066913,0.0017710126,0.0012673766,0.0011080444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
flt_lastorderdate,StringType,24811469,19,92435827,92435827,0,0.0,N/A,N/A,N/A,N/A,61463768,unknow,2015-12-07 17:31:18,2015-12-08 22:45:35,2015-12-08 09:18:16,2015-12-08 20:42:19,2015-12-02 18:32:36,2015-12-08 13:01:05,2015-11-24 14:06:03,2015-11-23 12:37:33,2015-12-01 11:42:24,61463531,30,27,27,27,27,26,25,24,24,0.66493195,3.245495E-7,2.9209454E-7,2.9209454E-7,2.9209454E-7,2.9209454E-7,2.8127624E-7,2.7045792E-7,2.596396E-7,2.596396E-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
flt_generousindex_fltn,IntegerType,4,1,92435827,92435827,0,0.0,0.03565270206323788,0.314160538942514,0.0,3.0,92435827,0,3,1,2,N/A,N/A,N/A,N/A,N/A,N/A,91144086,968671,256566,66504,0,0,0,0,0,0,0.9860256,0.01047939,0.0027756123,7.194613E-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
